recording_id,database,label,split,note
e00493,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00494,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00495,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00496,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00497,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00498,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00499,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00500,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00501,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00502,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00503,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00504,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00505,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00506,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00507,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00508,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00509,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00510,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00511,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00512,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00513,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00514,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00515,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00516,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00517,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00518,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00519,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00520,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00521,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00522,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00523,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00524,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00525,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00526,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00527,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00528,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00529,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00530,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00531,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00532,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00533,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00534,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00535,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00536,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00537,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00538,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00539,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00540,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00541,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00542,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00543,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00544,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00545,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00546,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00547,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00548,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00549,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00550,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00551,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00552,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00553,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00554,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00555,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00556,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00557,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00558,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00559,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00560,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00561,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00562,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00563,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00564,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00565,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00566,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00567,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00568,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00569,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00570,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00571,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00572,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00573,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00574,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00575,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00576,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00577,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00578,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00579,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00580,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00581,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00582,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00583,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00584,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00585,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00586,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00587,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00588,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00589,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00590,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00591,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00592,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00593,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00594,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00595,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00596,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00597,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00598,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00599,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00600,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00601,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00602,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00603,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00604,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00605,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00606,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00607,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00608,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00609,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00610,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00611,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00612,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00613,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00614,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00615,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00616,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00617,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00618,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00619,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00620,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00621,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00622,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00623,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00624,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00625,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00626,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00627,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00628,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00629,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00630,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00631,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00632,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00633,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00634,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00635,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00636,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00637,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00638,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00639,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00640,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00641,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00642,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00643,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00644,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00645,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00646,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00647,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00648,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00649,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00650,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00651,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00652,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00653,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00654,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00655,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00656,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00657,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00658,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00659,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00660,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00661,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00662,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00663,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00664,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00665,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00666,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00667,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00668,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00669,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00670,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00671,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00672,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00673,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00674,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00675,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00676,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00677,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00678,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00679,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00680,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00681,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00682,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00683,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00684,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00685,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00686,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00687,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00688,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00689,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00690,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00691,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00692,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00693,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00694,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00695,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00696,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00697,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00698,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00699,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00700,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00701,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00702,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00703,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00704,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00705,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00706,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00707,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00708,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00709,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00710,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00711,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00712,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00713,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00714,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00715,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00716,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00717,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00718,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00719,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00720,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00721,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00722,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00723,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00724,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00725,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00726,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00727,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00728,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00729,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00730,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00731,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00732,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00733,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00734,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00735,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00736,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00737,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00738,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00739,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00740,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00741,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00742,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00743,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00744,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00745,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00746,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00747,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00748,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00749,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00750,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00751,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00752,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00753,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00754,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00755,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00756,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00757,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00758,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00759,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00760,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00761,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00762,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00763,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00764,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00765,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00766,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00767,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00768,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00769,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00770,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00771,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00772,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00773,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00774,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00775,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00776,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00777,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00778,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00779,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00780,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00781,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00782,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00783,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00784,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00785,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00786,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00787,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00788,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00789,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00790,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00791,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00792,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00793,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00794,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00795,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00796,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00797,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00798,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00799,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00800,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00801,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00802,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00803,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00804,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00805,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00806,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00807,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00808,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00809,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00810,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00811,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00812,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00813,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00814,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00815,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00816,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00817,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00818,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00819,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00820,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00821,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00822,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00823,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00824,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00825,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00826,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00827,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00828,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00829,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00830,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00831,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00832,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00833,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00834,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00835,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00836,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00837,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00838,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00839,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00840,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00841,e,1,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00842,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00843,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00844,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00845,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00846,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00847,e,1,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00848,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00849,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00850,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00851,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00852,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00853,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00854,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00855,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00856,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00857,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00858,e,0,test,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00859,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
e00860,e,0,train,"seed=42, 70/30, record-level (matches split_idx in notebook)"
